  -3.841201576200000E-01   1.313537360000000E+00   9.866349883700000E-01   0.000000000000000E+00   8.671400093200000E-01   1.750000000000000E+00
  -3.834452797600000E-01   1.313672021000000E+00   9.866535965900000E-01   0.000000000000000E+00   8.673228113100000E-01   1.751461797100000E+00
  -3.827707044500000E-01   1.313806535700000E+00   9.866721821300000E-01   0.000000000000000E+00   8.675053995499999E-01   1.752924238200000E+00
  -3.814225090800000E-01   1.314075117800000E+00   9.867092840500000E-01   0.000000000000000E+00   8.678699235000000E-01   1.755851059300000E+00
  -3.787299633600000E-01   1.314610495500000E+00   9.867832119000000E-01   0.000000000000000E+00   8.685963662500000E-01   1.761712459800000E+00
  -3.747008396300000E-01   1.315409109600000E+00   9.868934169400000E-01   0.000000000000000E+00   8.696795439900000E-01   1.770524025200000E+00
  -3.686792883700000E-01   1.316597058500000E+00   9.870571898900000E-01   0.000000000000000E+00   8.712898015200000E-01   1.783785340100000E+00
  -3.596978368000000E-01   1.318356693600000E+00   9.872994314200000E-01   0.000000000000000E+00   8.736728245700000E-01   1.803776768500000E+00
  -3.463436933200000E-01   1.320946490800000E+00   9.876552177000000E-01   0.000000000000000E+00   8.771754685000001E-01   1.833989234200000E+00
  -3.265897797800000E-01   1.324721066600000E+00   9.881722201299999E-01   0.000000000000000E+00   8.822706884800000E-01   1.879818874600000E+00
  -3.071855503600000E-01   1.328365874500000E+00   9.886697454700000E-01   0.000000000000000E+00   8.871798188100000E-01   1.926265632700000E+00
  -2.881492406000000E-01   1.331883459300000E+00   9.891483586800000E-01   0.000000000000000E+00   8.919075477800000E-01   1.973330274400000E+00
  -2.694978676500000E-01   1.335276302100000E+00   9.896085962400000E-01   0.000000000000000E+00   8.964583811200000E-01   2.021009971600000E+00
  -2.512470905400000E-01   1.338546852600000E+00   9.900509724600000E-01   0.000000000000000E+00   9.008366935700000E-01   2.069298345600000E+00
  -2.334110686700000E-01   1.341697560800000E+00   9.904759851500000E-01   0.000000000000000E+00   9.050467764000000E-01   2.118185565600000E+00
  -2.160023423900000E-01   1.344730901300000E+00   9.908841203400000E-01   0.000000000000000E+00   9.090928758700000E-01   2.167658493300000E+00
  -1.990317250600000E-01   1.347649394800000E+00   9.912758563400000E-01   0.000000000000000E+00   9.129792264300000E-01   2.217700873900000E+00
  -1.825082211700000E-01   1.350455623900000E+00   9.916516669300000E-01   0.000000000000000E+00   9.167100761400000E-01   2.268293577800000E+00
  -1.664389702000000E-01   1.353152244600000E+00   9.920120238300000E-01  -2.044973049000000E-26   9.202897052400000E-01   2.319414874100000E+00
  -1.508292178500000E-01   1.355741992200000E+00   9.923573984300000E-01   3.356234285000000E-26   9.237224384000000E-01   2.371040737900000E+00
  -1.356823172900000E-01   1.358227683900000E+00   9.926882628600000E-01   5.323099434900000E-26   9.270126504900000E-01   2.423145181600000E+00
  -1.209997591700000E-01   1.360612216300000E+00   9.930050904500000E-01  -1.403695613000000E-26   9.301647668200000E-01   2.475700594200000E+00
  -1.067812325100000E-01   1.362898558800000E+00   9.933083555600000E-01  -3.716004056000000E-28   9.331832577000000E-01   2.528678090000000E+00
  -9.302470305400000E-02   1.365089746000000E+00   9.935985331200000E-01  -2.268539202700000E-26   9.360726305100000E-01   2.582047850300000E+00
  -7.972652121300000E-02   1.367188865000000E+00   9.938760977300000E-01   4.425036315800000E-26   9.388374167300000E-01   2.635779450500000E+00
  -6.688154183400000E-02   1.369199043300000E+00   9.941415224400000E-01  -1.446860187900000E-25   9.414821578200000E-01   2.689842172700000E+00
  -5.448326117100000E-02   1.371123433500000E+00   9.943952774600000E-01   1.734755513600000E-26   9.440113887000000E-01   2.744205293700000E+00
  -4.252395618900000E-02   1.372965199700000E+00   9.946378287500000E-01  -3.908076988100000E-26   9.464296218500000E-01   2.798838344900000E+00
  -3.099483782700000E-02   1.374727501600000E+00   9.948696364500000E-01   1.573672445100000E-26   9.487413293800000E-01   2.853711348500000E+00
  -1.988619374800000E-02   1.376413481300000E+00   9.950911536100000E-01   1.274998180200000E-26   9.509509279700000E-01   2.908795021800000E+00
  -9.187537722600000E-03   1.378026249000000E+00   9.953028247300000E-01   1.100332140900000E-26   9.530627628900000E-01   2.964060957300000E+00
   1.112253524800000E-03   1.379568871600000E+00   9.955050846500000E-01   2.205014137100000E-26   9.550810949000000E-01   3.019481776100000E+00
   1.102480544600000E-02   1.381044360800000E+00   9.956983573800000E-01   1.089932625100000E-26   9.570100874800000E-01   3.075031261400000E+00
   2.056212574000000E-02   1.382455664300000E+00   9.958830552500000E-01  -5.984132329400000E-27   9.588537970600000E-01   3.130684468000000E+00
   2.973649071600000E-02   1.383805657600000E+00   9.960595782000000E-01  -1.538622641200000E-26   9.606161641199999E-01   3.186417818900000E+00
   3.856034558700000E-02   1.385097137200000E+00   9.962283131500000E-01  -6.702068827100000E-27   9.623010067100000E-01   3.242209184300000E+00
   4.704621168400000E-02   1.386332815100000E+00   9.963896335800000E-01  -1.512492572700000E-26   9.639120148600000E-01   3.298037952000000E+00
   5.520661057800000E-02   1.387515315700000E+00   9.965438993100000E-01  -7.769683025600000E-28   9.654527476700000E-01   3.353885083600000E+00
   6.305399285000000E-02   1.388647172000000E+00   9.966914563200000E-01   4.631568782400000E-28   9.669266307300000E-01   3.409733167000000E+00
   7.060067931100000E-02   1.389730824500000E+00   9.968326367200000E-01   1.703282059000000E-27   9.683369552800000E-01   3.465566457600000E+00
   7.785881317000000E-02   1.390768620300000E+00   9.969677588500000E-01  -2.755921471200000E-28   9.696868788500000E-01   3.521370915400000E+00
   8.484031458000001E-02   1.391762812600000E+00   9.970971274100000E-01  -4.761771885400000E-27   9.709794256700000E-01   3.577134233700000E+00
   9.155684836400001E-02   1.392715561700000E+00   9.972210337100000E-01  -2.476159974000000E-26   9.722174889400000E-01   3.632845861500000E+00
   9.801979390700000E-02   1.393628935800000E+00   9.973397558900000E-01   1.040652217300000E-26   9.734038329600000E-01   3.688497017200000E+00
   1.042402250100000E-01   1.394504912700000E+00   9.974535593500000E-01  -7.993383804200000E-27   9.745410964200000E-01   3.744080695700000E+00
   1.102288883000000E-01   1.395345381500000E+00   9.975626969500000E-01   8.396416987600000E-24   9.756317949400000E-01   3.799591662700000E+00
   1.187971352400000E-01   1.396543028200000E+00   9.977181267600000E-01   1.985472699800000E-26   9.771852276300000E-01   3.882686195800000E+00
   1.269011267300000E-01   1.397670583600000E+00   9.978643659799999E-01  -4.351681409600000E-27   9.786469064000000E-01   3.965604658400000E+00
   1.345726899700000E-01   1.398733367300000E+00   9.980021218000000E-01  -9.748110346200000E-27   9.800238761100000E-01   4.048351261600000E+00
   1.418418068400000E-01   1.399736307800000E+00   9.981320479000000E-01  -5.987434076300000E-27   9.813226515300000E-01   4.130938170800000E+00
   1.487366084900000E-01   1.400683961100000E+00   9.982547472800000E-01  -3.674241941100000E-27   9.825492447700001E-01   4.213384859500000E+00
   1.552833884200000E-01   1.401580529100000E+00   9.983707750800001E-01  -1.361049805900000E-27   9.837091923700000E-01   4.295717317000000E+00
   1.615066307500000E-01   1.402429878500000E+00   9.984806412600000E-01   7.614196161200000E-28   9.848075818100001E-01   4.377967116100000E+00
   1.674290490700000E-01   1.403235558300000E+00   9.985848132200000E-01  -1.074913628700000E-25   9.858490771200000E-01   4.460170369500000E+00
   1.730716390700000E-01   1.404000818400000E+00   9.986837184100000E-01  -3.567829036200000E-26   9.868379444700000E-01   4.542366595400000E+00
   1.784537372300000E-01   1.404728627100000E+00   9.987777467700000E-01   4.299232208300000E-27   9.877780765000000E-01   4.624597534500000E+00
   1.835930915400000E-01   1.405421689100000E+00   9.988672532400000E-01   7.253577759500000E-26   9.886730170200000E-01   4.706905950700000E+00
   1.885059368500000E-01   1.406082462600000E+00   9.989525601500000E-01   4.671772708500000E-27   9.895259846700000E-01   4.789334453400000E+00
   1.932070814700000E-01   1.406713177800000E+00   9.990339596500000E-01  -8.395139801300000E-27   9.903398971900000E-01   4.871924380800000E+00
   1.977099957300000E-01   1.407315853400000E+00   9.991117160900000E-01  -7.532246040700000E-26   9.911173946600000E-01   4.954714780400000E+00
   2.020269055200000E-01   1.407892314600000E+00   9.991860682600000E-01  -8.886021336400000E-27   9.918608624800000E-01   5.037741512800000E+00
   2.061688925600000E-01   1.408444210000000E+00   9.992572317800000E-01  -1.281209596900000E-26   9.925724544900000E-01   5.121036516200000E+00
   2.101459925800000E-01   1.408973028300000E+00   9.993254012500000E-01   4.028008307900000E-26   9.932541149500000E-01   5.204627234000000E+00
   2.139672952900000E-01   1.409480114500000E+00   9.993907524400000E-01   4.023609738700000E-27   9.939075999100000E-01   5.288536236300000E+00
   2.176410426300000E-01   1.409966685600000E+00   9.994534443200001E-01  -2.280699946900000E-27   9.945344977500000E-01   5.372781016600000E+00
   2.211747243400000E-01   1.410433845300000E+00   9.995136210200000E-01  -1.094178860900000E-26   9.951362486000001E-01   5.457373977700000E+00
   2.245751684700000E-01   1.410882597600000E+00   9.995714136200000E-01  -3.247593558500000E-27   9.957141624700000E-01   5.542322571100000E+00
   2.278486253400000E-01   1.411313860000000E+00   9.996269418400000E-01  -2.817212340900000E-26   9.962694357300000E-01   5.627629585500000E+00
   2.310008447800000E-01   1.411728474400000E+00   9.996803155300000E-01   4.477092873700000E-27   9.968031661900000E-01   5.713293545400000E+00
   2.340371472200000E-01   1.412127217900000E+00   9.997316360300000E-01  -3.533644195400000E-27   9.973163667600000E-01   5.799309194100000E+00
   2.369624831800000E-01   1.412510811500000E+00   9.997809973400000E-01  -7.972988499800000E-27   9.978099769000000E-01   5.885668030200000E+00
   2.397814866100000E-01   1.412879928000000E+00   9.998284871100001E-01  -2.628365080300000E-27   9.982848728400000E-01   5.972358866000000E+00
   2.424985204000000E-01   1.413235198500000E+00   9.998741875600000E-01  -1.721566401400000E-26   9.987418762400000E-01   6.059368384800000E+00
   2.451177127100000E-01   1.413577217900000E+00   9.999181761000000E-01   1.066342206300000E-27   9.991817612300000E-01   6.146681672500000E+00
   2.476429882500000E-01   1.413906549300000E+00   9.999605260400000E-01  -1.597609155900000E-26   9.996052604000000E-01   6.234282708100000E+00
   2.500780922700000E-01   1.414223728100000E+00   1.000001307000000E+00  -5.518155812500000E-23   1.000013069500000E+00   6.322154803700000E+00
   2.526507993400000E-01   1.414558412100000E+00   1.000044332000000E+00  -5.806133538500000E-27   1.000443319500000E+00   6.418875252400000E+00
   2.551237744700000E-01   1.414879718500000E+00   1.000085630800000E+00  -2.042633162400000E-26   1.000856307800000E+00   6.515879563200000E+00
   2.575013568500000E-01   1.415188258900000E+00   1.000125282900000E+00   4.466505527200000E-23   1.001252828500000E+00   6.613145782300000E+00
   2.597877064500000E-01   1.415484617200000E+00   1.000163364000000E+00  -4.727781545900000E-23   1.001633638900000E+00   6.710652720500000E+00
   2.619868122700000E-01   1.415769350600000E+00   1.000199946400000E+00   2.674706719200000E-23   1.001999461700000E+00   6.808380181100000E+00
   2.641024995500000E-01   1.416042991400000E+00   1.000235099100000E+00  -2.408439050500000E-24   1.002350986500000E+00   6.906309109300000E+00
   2.661384361700000E-01   1.416306047800000E+00   1.000268887800000E+00   2.968506376400000E-23   1.002688871600000E+00   7.004421683300000E+00
   2.680981365800000E-01   1.416559004900000E+00   1.000301375400000E+00   5.712014607500000E-23   1.003013745100000E+00   7.102701352700000E+00
   2.699849668800000E-01   1.416802325700000E+00   1.000332621800000E+00   8.014950381400000E-24   1.003326206100000E+00   7.201132840900000E+00
   2.718021469900000E-01   1.417036451400000E+00   1.000362684100000E+00   2.325642879300000E-23   1.003626825500000E+00   7.299702117600000E+00
   2.735527563800000E-01   1.417261802900000E+00   1.000391616700000E+00   3.430919109600000E-23   1.003916147400000E+00   7.398396350100000E+00
   2.752397375600000E-01   1.417478780800000E+00   1.000419471500000E+00   3.514681213600000E-23   1.004194689900000E+00   7.497203842200000E+00
   2.768658988200000E-01   1.417687766600000E+00   1.000446297500000E+00  -2.086047586400000E-24   1.004462945800000E+00   7.596113962500000E+00
   2.784339197100000E-01   1.417889123300000E+00   1.000472141900000E+00  -2.597767338200000E-23   1.004721383900000E+00   7.695117069800000E+00
   2.799463556600000E-01   1.418083196000000E+00   1.000497049100000E+00   1.785112045200000E-23   1.004970450100000E+00   7.794204436900000E+00
   2.814056421100000E-01   1.418270313100000E+00   1.000521061500000E+00   2.002957515700000E-23   1.005210568200000E+00   7.893368174000000E+00
   2.828140981100000E-01   1.418450786300000E+00   1.000544219400000E+00  -1.301614060500000E-23   1.005442140600000E+00   7.992601156600000E+00
   2.841739326900000E-01   1.418624912000000E+00   1.000566561000000E+00   1.821588204200000E-24   1.005665549700000E+00   8.091896956099999E+00
   2.854872487000000E-01   1.418792971800000E+00   1.000588122700000E+00   5.255015600600000E-24   1.005881158700000E+00   8.191249774099999E+00
   2.867560465500000E-01   1.418955232900000E+00   1.000608938800000E+00  -2.204133473100000E-23   1.006089312500000E+00   8.290654382500000E+00
   2.879822312700000E-01   1.419111949500000E+00   1.000629042200000E+00   4.056200807900000E-24   1.006290338500000E+00   8.390106067500000E+00
   2.891676141500000E-01   1.419263362800000E+00   1.000648463900000E+00   6.362648788800000E-24   1.006484547700000E+00   8.489600578199999E+00
   2.903139191700000E-01   1.419409701800000E+00   1.000667233400000E+00  -5.295142216300000E-24   1.006672235300000E+00   8.589134081299999E+00
   2.914227866100000E-01   1.419551184200000E+00   1.000685378900000E+00   5.121384839900000E-25   1.006853682000000E+00   8.688703117599999E+00
   2.924957759900000E-01   1.419688016600000E+00   1.000702927000000E+00  -3.328404143000000E-24   1.007029153700000E+00   8.788304564600001E+00
   2.935343724500000E-01   1.419820395500000E+00   1.000719902800000E+00  -9.257850768800000E-24   1.007198903700000E+00   8.887935602400001E+00
   2.945399892300000E-01   1.419948507600000E+00   1.000736330500000E+00   9.522963842500000E-24   1.007363172300000E+00   8.987593682200000E+00
   2.955139707600000E-01   1.420072530200000E+00   1.000752233000000E+00   4.634439063700000E-24   1.007522187900000E+00   9.087276499000000E+00
   2.964575974100000E-01   1.420192631900000E+00   1.000767631900000E+00   1.318608296700000E-23   1.007676167600000E+00   9.186981966499999E+00
   2.973720883600000E-01   1.420308973300000E+00   1.000782547800000E+00  -5.823211836100000E-24   1.007825318000000E+00   9.286708194999999E+00
   2.982586045000000E-01   1.420421706800000E+00   1.000797000400000E+00   7.239363708600000E-24   1.007969835400000E+00   9.386453471399999E+00
   2.991182511300000E-01   1.420530977500000E+00   1.000811008400000E+00   1.436787565900000E-24   1.008109906400000E+00   9.486216241399999E+00
   2.999520826500000E-01   1.420636923600000E+00   1.000824589600000E+00   8.955394578700000E-24   1.008245708900000E+00   9.585995093199999E+00
   3.007611026700000E-01   1.420739676600000E+00   1.000837760800000E+00   3.644126733100000E-25   1.008377412100000E+00   9.685788743800000E+00
   3.015462691100000E-01   1.420839361800000E+00   1.000850538200000E+00   3.439914630300000E-24   1.008505177100000E+00   9.785596025800000E+00
   3.023084948000000E-01   1.420936098500000E+00   1.000862937200000E+00  -9.317757710700001E-25   1.008629157300000E+00   9.885415876100000E+00
