0.00000000e+00 -7.07767178e-15 -1.05185114e-17 1.50287768e-14
4.88519785e-04 -1.58206781e-15 1.12112451e-14 1.48527024e-14
9.77039570e-04 4.13905021e-15 1.16377787e-14 1.47030825e-14
1.46555936e-03 1.00613962e-14 1.20504413e-14 1.45695088e-14
1.95407914e-03 1.61953784e-14 1.24561684e-14 1.45040230e-14
2.44259893e-03 2.25236496e-14 1.28861697e-14 1.44563181e-14
2.93111871e-03 2.90878432e-14 1.33092356e-14 1.44710632e-14
3.41963850e-03 3.58393870e-14 1.37114949e-14 1.45100945e-14
3.90815828e-03 4.28060365e-14 1.41553673e-14 1.46306578e-14
4.39667807e-03 5.00016695e-14 1.46339172e-14 1.47963239e-14
4.88519785e-03 5.74471026e-14 1.51679511e-14 1.49732657e-14
5.37371764e-03 6.51770304e-14 1.57366626e-14 1.51493401e-14
5.86223742e-03 7.31914529e-14 1.62915031e-14 1.53297514e-14
6.35075721e-03 8.14764922e-14 1.69087631e-14 1.54997543e-14
6.83927699e-03 9.01084762e-14 1.75676361e-14 1.56125113e-14
7.32779678e-03 9.90527105e-14 1.82681222e-14 1.56454710e-14
7.81631656e-03 1.08385523e-13 1.90102213e-14 1.55864904e-14
8.30483635e-03 1.18072219e-13 1.97384494e-14 1.54468452e-14
8.79335613e-03 1.28133615e-13 2.05290971e-14 1.51441359e-14
9.28187592e-03 1.38611345e-13 2.13336158e-14 1.46965773e-14
9.77039570e-03 1.49477652e-13 2.21103924e-14 1.40928935e-14
1.02589155e-02 1.60732538e-13 2.28802335e-14 1.33122680e-14
1.07474353e-02 1.72369063e-13 2.36223327e-14 1.23703131e-14
1.12359551e-02 1.84366411e-13 2.43436253e-14 1.12271303e-14
1.17244748e-02 1.96724581e-13 2.49816918e-14 9.95557803e-15
1.22129946e-02 2.09360307e-13 2.55781453e-14 8.50361448e-15
1.27015144e-02 2.22315222e-13 2.61260502e-14 6.89205637e-15
